time,cmd_pos,pos,vel,tau,joint_name
1777274245.0844486,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.1054478,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.1292653,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.145183,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.164018,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.1842809,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.204289,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.224905,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.2444472,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.264598,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.2839525,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.3041642,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.3247154,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.3445635,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.364534,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.3842924,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.4040253,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.424116,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.4441872,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.46479,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.4840417,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.5038798,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.5240934,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.5439377,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.5645757,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.5850046,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.6059155,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.6262028,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.644405,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.6640506,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.6839645,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.7041628,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.7242184,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.744253,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.7654598,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.784107,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.8057196,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.8245094,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.8440666,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.86444,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.88406,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.9047112,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.9257162,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.9440818,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.9641304,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274245.9844527,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274246.0040512,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274246.025422,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
1777274246.044554,0.0799999982118606,0.0771652626035683,0.0224311044648573,0.2233954966068267,R_hip_pitch
