time,L_hip_pitch_target,R_hip_pitch_target,L_hip_roll_target,R_hip_roll_target,L_hip_yaw_target,R_hip_yaw_target,L_knee_target,R_knee_target,L_foot_pitch_target,R_foot_pitch_target,L_foot_roll_target,R_foot_roll_target,L_hip_pitch_pos,R_hip_pitch_pos,L_hip_roll_pos,R_hip_roll_pos,L_hip_yaw_pos,R_hip_yaw_pos,L_knee_pos,R_knee_pos,L_foot_pitch_pos,R_foot_pitch_pos,L_foot_roll_pos,R_foot_roll_pos,L_hip_pitch_vel,R_hip_pitch_vel,L_hip_roll_vel,R_hip_roll_vel,L_hip_yaw_vel,R_hip_yaw_vel,L_knee_vel,R_knee_vel,L_foot_pitch_vel,R_foot_pitch_vel,L_foot_roll_vel,R_foot_roll_vel,L_hip_pitch_tau,R_hip_pitch_tau,L_hip_roll_tau,R_hip_roll_tau,L_hip_yaw_tau,R_hip_yaw_tau,L_knee_tau,R_knee_tau,L_foot_pitch_tau,R_foot_pitch_tau,L_foot_roll_tau,R_foot_roll_tau
0.2,-0.07999999821186066,-0.08621926605701447,0.0,0.0,0.0,0.0,0.25,0.25,-0.17000000178813934,-0.17000000178813934,0.0,0.0,-0.06611888110637665,-0.13694031536579132,-0.007133429404348135,0.008452987298369408,0.07549507915973663,-0.07553043961524963,0.2528795599937439,0.24231643974781036,-0.17388242483139038,-0.09182412177324295,-0.03238207846879959,0.02940615825355053,-0.5637550950050354,0.5794429779052734,-1.5213261842727661,1.441484808921814,-20.990148544311523,20.991655349731445,-3.343590497970581,-3.471250295639038,29.999202728271484,29.999378204345703,-30.0,30.000001907348633,-4.583312034606934,12.523773193359375,-10.780969619750977,10.160978317260742,-50.0,50.0,-10.09691047668457,-8.544013977050781,30.0,30.0,-30.0,30.0
0.22,-0.07999999821186066,-0.08621926605701447,0.0,0.0,0.0,0.0,0.25,0.25,-0.17000000178813934,-0.17000000178813934,0.0,0.0,-0.06830497831106186,-0.1324363648891449,0.003203886328265071,-0.0020458614453673363,0.2726595401763916,-0.2734141945838928,0.24832507967948914,0.23853865265846252,-0.3527660071849823,-0.27505433559417725,0.16433005034923553,-0.16739444434642792,0.3804445266723633,-0.17535735666751862,1.5691943168640137,-1.5409469604492188,20.984840393066406,-20.986143112182617,3.4695210456848145,3.5960187911987305,-30.000015258789062,-30.000022888183594,30.000009536743164,-29.999998092651367,1.1658072471618652,5.363409996032715,11.172637939453125,-10.891188621520996,49.38132858276367,-49.37948989868164,9.512450218200684,11.796791076660156,-29.88273048400879,-30.0,30.0,-30.0
0.24,-0.07999999821186066,-0.08621926605701447,0.0,0.0,0.0,0.0,0.25,0.25,-0.17000000178813934,-0.17000000178813934,0.0,0.0,-0.06616165488958359,-0.12858101725578308,-0.0071517410688102245,0.007559125777333975,0.07549973577260971,-0.07591775059700012,0.2528899610042572,0.24402138590812683,-0.17381922900676727,-0.10015101730823517,-0.02836744301021099,0.04911702126264572,-0.5633001327514648,0.9552193284034729,-1.5220086574554443,1.447142481803894,-20.990171432495117,20.99150848388672,-3.345863103866577,-3.4100096225738525,29.999422073364258,29.998355865478516,-30.00001335144043,30.00000762939453,-4.577992916107178,9.458900451660156,-10.77646255493164,10.38440990447998,-50.0,50.0,-10.107077598571777,-8.725013732910156,30.0,30.0,-30.0,30.0
0.26,-0.07999999821186066,-0.08621926605701447,0.0,0.0,0.0,0.0,0.25,0.25,-0.17000000178813934,-0.17000000178813934,0.0,0.0,-0.06833510845899582,-0.11774623394012451,0.0031768756452947855,-0.0030917294789105654,0.27265098690986633,-0.27350762486457825,0.24835065007209778,0.24173147976398468,-0.3526639938354492,-0.2864660322666168,0.16829904913902283,-0.14798256754875183,0.38128095865249634,0.08789491653442383,1.5690274238586426,-1.5596849918365479,20.984861373901367,-20.986051559448242,3.471114158630371,3.6448886394500732,-30.000022888183594,-30.000015258789062,30.00000762939453,-30.000009536743164,1.1705491542816162,1.4161896705627441,11.18036937713623,-10.767068862915039,49.38056182861328,-49.309329986572266,9.517395973205566,11.306180000305176,-29.884845733642578,-30.0,30.0,-30.0
0.28,-0.07999999821186066,-0.08621926605701447,0.0,0.0,0.0,0.0,0.25,0.25,-0.17000000178813934,-0.17000000178813934,0.0,0.0,-0.06617241352796555,-0.10993272066116333,-0.007346557453274727,0.006606425624340773,0.07561149448156357,-0.07581963390111923,0.2527868151664734,0.24872565269470215,-0.1760770082473755,-0.11144088208675385,-0.05647780001163483,0.04466636851429939,-0.5649731755256653,1.092057228088379,-1.523046851158142,1.4771299362182617,-20.990007400512695,20.991670608520508,-3.3548805713653564,-3.3424131870269775,29.9979305267334,29.99858283996582,-30.00001335144043,30.000011444091797,-4.578006744384766,5.103537559509277,-10.770515441894531,10.694463729858398,-50.0,50.0,-10.116459846496582,-9.446331977844238,30.0,30.0,-30.0,30.0
0.3,-0.07999999821186066,-0.08621926605701447,0.0,0.0,0.0,0.0,0.25,0.25,-0.17000000178813934,-0.17000000178813934,0.0,0.0,-0.06831755489110947,-0.09726742655038834,0.002942117862403393,-0.004139766097068787,0.27276360988616943,-0.2732810974121094,0.2479369342327118,0.2471001148223877,-0.3541562259197235,-0.2982455790042877,0.1405099332332611,-0.15229788422584534,0.3853304982185364,0.1370050311088562,1.566819667816162,-1.5797574520111084,20.98466682434082,-20.98629379272461,3.4640626907348633,3.6411867141723633,-30.00001335144043,-30.000011444091797,30.00001335144043,-30.000011444091797,1.1833603382110596,-2.8299503326416016,11.222184181213379,-10.790501594543457,49.359954833984375,-49.32748031616211,9.56301498413086,10.256622314453125,-29.81562042236328,-30.0,30.0,-30.0
0.32,-0.07999999821186066,-0.08621926605701447,0.0,0.0,0.0,0.0,0.25,0.25,-0.17000000178813934,-0.17000000178813934,0.0,0.0,-0.06604491919279099,-0.0896030142903328,-0.0073907687328755856,0.006013279780745506,0.07553613930940628,-0.07563112676143646,0.2528195083141327,0.25389569997787476,-0.17497612535953522,-0.12311599403619766,-0.05246928334236145,0.04020925983786583,-0.5558396577835083,1.0356507301330566,-1.5196943283081055,1.5182826519012451,-20.990049362182617,20.991859436035156,-3.3188819885253906,-3.342663288116455,29.99813461303711,29.998815536499023,-30.0,30.000011444091797,-4.607487678527832,1.0981361865997314,-10.713909149169922,11.013581275939941,-50.0,50.0,-10.020835876464844,-10.401580810546875,30.0,30.0,-30.0,30.0
0.34,-0.07999999821186066,-0.08621926605701447,0.0,0.0,0.0,0.0,0.25,0.25,-0.17000000178813934,-0.17000000178813934,0.0,0.0,-0.06814142316579819,-0.07873249799013138,0.0029703390318900347,-0.0046682776883244514,0.27272871136665344,-0.27295854687690735,0.24825800955295563,0.25179556012153625,-0.35363155603408813,-0.3086469769477844,0.1444765031337738,-0.1565261334180832,0.3818332552909851,0.014809624291956425,1.5701022148132324,-1.591528296470642,20.98472785949707,-20.98651123046875,3.4578053951263428,3.620824098587036,-30.000017166137695,-30.000017166137695,30.000009536743164,-30.0000057220459,1.101043462753296,-6.122654914855957,11.208352088928223,-10.951227188110352,49.37364196777344,-49.361976623535156,9.449134826660156,9.326764106750488,-29.84885025024414,-30.0,30.0,-30.0
0.36,-0.07999999821186066,-0.08621926605701447,0.0,0.0,0.0,0.0,0.25,0.25,-0.17000000178813934,-0.17000000178813934,0.0,0.0,-0.06595896929502487,-0.07417703419923782,-0.007347021251916885,0.005956525914371014,0.07551713287830353,-0.07537088543176651,0.252858966588974,0.25792887806892395,-0.17443396151065826,-0.13214576244354248,-0.048447608947753906,0.035924408584833145,-0.5613054633140564,0.8533019423484802,-1.519031286239624,1.5539745092391968,-20.990089416503906,20.99201202392578,-3.3365747928619385,-3.3543198108673096,29.998367309570312,29.99903106689453,-30.000001907348633,30.00000762939453,-4.616459846496582,-1.4438807964324951,-10.740325927734375,11.185223579406738,-50.0,50.0,-10.059857368469238,-11.185673713684082,30.0,30.0,-30.0,30.0
0.38,-0.07999999821186066,-0.08621926605701447,0.0,0.0,0.0,0.0,0.25,0.25,-0.17000000178813934,-0.17000000178813934,0.0,0.0,-0.06811787933111191,-0.06712702661752701,0.00303147966042161,-0.004601053893566132,0.2727104723453522,-0.272644579410553,0.2481970489025116,0.2549070119857788,-0.35328271985054016,-0.3155742883682251,0.14844873547554016,-0.16057941317558289,0.38094982504844666,-0.18628627061843872,1.5708602666854858,-1.5955171585083008,20.98474884033203,-20.986675262451172,3.461829423904419,3.5821428298950195,-30.000011444091797,-30.000022888183594,30.0000057220459,-30.00000762939453,1.1211001873016357,-7.714064598083496,11.1961669921875,-11.173008918762207,49.37718200683594,-49.409278869628906,9.495110511779785,8.635761260986328,-29.86534881591797,-30.0,30.0,-30.0
0.4,-0.07999999821186066,-0.08621926605701447,0.0,0.0,0.0,0.0,0.25,0.25,-0.17000000178813934,-0.17000000178813934,0.0,0.0,-0.06595506519079208,-0.06674332171678543,-0.007268206682056189,0.006364510394632816,0.07550361752510071,-0.07513366639614105,0.25283727049827576,0.25999295711517334,-0.1741560399532318,-0.13716614246368408,-0.044431187212467194,0.03187292069196701,-0.5622128248214722,0.6408091187477112,-1.518513560295105,1.5746958255767822,-20.990114212036133,20.992074966430664,-3.335987091064453,-3.381284475326538,29.998577117919922,29.999256134033203,-30.0000057220459,30.000011444091797,-4.614954948425293,-2.2257423400878906,-10.756258010864258,11.199050903320312,-50.0,50.0,-10.060956954956055,-11.629690170288086,30.0,30.0,-30.0,30.0
0.42,-0.07999999821186066,-0.08621926605701447,0.0,0.0,0.0,0.0,0.25,0.25,-0.17000000178813934,-0.17000000178813934,0.0,0.0,-0.06813164800405502,-0.06375721096992493,0.0031158551573753357,-0.004081792663782835,0.2726948857307434,-0.2724437117576599,0.24823597073554993,0.255935400724411,-0.35310032963752747,-0.3184907138347626,0.15242044627666473,-0.16445593535900116,0.3800206780433655,-0.38254091143608093,1.5710663795471191,-1.5938947200775146,20.984764099121094,-20.986696243286133,3.464521884918213,3.5434486865997314,-30.00000762939453,-30.000003814697266,30.000001907348633,-30.000003814697266,1.126295566558838,-7.670929431915283,11.17861557006836,-11.381134986877441,49.37969207763672,-49.45216751098633,9.497252464294434,8.345121383666992,-29.8738956451416,-30.0,30.0,-30.0
