time,cmd_L_hip_pitch,cmd_R_hip_pitch,cmd_L_hip_roll,cmd_R_hip_roll,cmd_L_hip_yaw,cmd_R_hip_yaw,cmd_L_knee,cmd_R_knee,cmd_L_foot_pitch,cmd_R_foot_pitch,cmd_L_foot_roll,cmd_R_foot_roll,pos_L_hip_pitch,pos_R_hip_pitch,pos_L_hip_roll,pos_R_hip_roll,pos_L_hip_yaw,pos_R_hip_yaw,pos_L_knee,pos_R_knee,pos_L_foot_pitch,pos_R_foot_pitch,pos_L_foot_roll,pos_R_foot_roll,act_R_hip_yaw,act_R_hip_roll,act_R_hip_pitch,act_R_knee,act_R_foot_pitch,act_R_foot_roll,act_L_hip_yaw,act_L_hip_roll,act_L_hip_pitch,act_L_knee,act_L_foot_pitch,act_L_foot_roll
0.0,-0.07067064195871353,0.07531312853097916,0.020522551611065865,-0.012118859216570854,-0.020717548206448555,0.0014199665747582912,0.23273172974586487,0.2301170974969864,-0.47102999687194824,-0.27464765310287476,-0.04011623188853264,0.11581775546073914,-0.06348040752680784,0.0629855796525009,0.007129541445866591,-0.003204926976558739,-0.021074358715986105,0.004233845884527135,0.2472265372023218,0.24560819861331204,-0.30393107498252747,-0.25192934267281897,-0.01752752150691771,0.04504666560982339,0.0028399331495165825,-0.02423771843314171,-0.009373739361763,-0.03976581618189812,-0.20929530262947083,0.46327102184295654,-0.04143509641289711,0.04104510322213173,0.018658721819519997,-0.034536536782979965,-0.6020600199699402,-0.16046492755413055
0.02,-0.03820962831377983,0.07430396974086761,-0.05153351649641991,-0.017409222200512886,0.006581885274499655,0.004334914498031139,0.3517891764640808,0.36542797088623047,0.1181061714887619,0.27922123670578003,0.03688938915729523,0.05915936082601547,-0.060471307800938345,0.06108240564309741,-0.0012981571741983655,-0.012844151390140274,-0.0026136588323496775,0.0016328925310726676,0.29233832591684383,0.2949765446778416,-0.244691369010523,-0.27122598912070633,0.00569802076979966,0.05100467618331169,0.008669828996062279,-0.03481844440102577,-0.011392062529921532,0.23085595667362213,0.8984424471855164,0.2366374433040619,0.01316377054899931,-0.10306703299283981,0.08358073979616165,0.20357835292816162,0.5762123465538025,0.1475575566291809
0.04,-0.017758039757609367,0.06906868517398834,-0.08417128026485443,-0.046448543667793274,0.010165408253669739,0.0030910915229469538,0.30919593572616577,0.41599440574645996,-0.1775951385498047,0.2767277956008911,-0.00043126335367560387,-0.029845697805285454,-0.04679754266287018,0.050684065071131705,-0.022910802034757753,-0.028051274504187665,0.009069068461712059,0.003506701751244638,0.3041649908724445,0.3456941180622432,-0.21208008258231936,-0.26606175870226667,0.0028729088235454553,0.015395414513754356,0.0061821830458939075,-0.09289708733558655,-0.021862633526325226,0.3319888412952423,0.8934555649757385,-0.11938279122114182,0.020330816507339478,-0.16834256052970886,0.12448392063379288,0.11839185655117035,-0.015190287493169308,-0.0017250534147024155
0.06,-0.017921002581715584,-0.07497675716876984,0.0034978222101926804,0.014668467454612255,-0.010594088584184647,0.006480459589511156,0.20262494683265686,0.39105087518692017,-0.5943001508712769,-0.3984684348106384,-0.10197864472866058,-0.08926720917224884,-0.03820131594491144,0.004153315119594892,-0.01507844961131664,-0.010248264521552738,-0.006408827195299981,0.0013379388664089143,0.2654283981071928,0.36871207129872924,-0.3552735381652216,-0.3185002052378619,-0.040777840947704765,-0.030788223942500696,0.012960919179022312,0.02933693490922451,-0.309953510761261,0.28210172057151794,-0.45693686604499817,-0.35706883668899536,-0.021188177168369293,0.006995644420385361,0.12415799498558044,-0.09475011378526688,-0.8486003279685974,-0.40791457891464233
0.08,0.10661610960960388,-0.04415857791900635,0.11362046003341675,0.03521426022052765,-0.01832558400928974,0.014505961909890175,0.16178786754608154,0.4151350259780884,-0.6495246291160583,-0.6238812208175659,-0.12294909358024597,-0.04753326624631882,0.01849813855300951,-0.02833682649343364,0.021850994260579706,0.009770724681815909,-0.010374884512282431,0.009308799019499894,0.24255595061530105,0.38880608083374507,-0.45025923793731737,-0.44272858046125874,-0.05112889960763602,-0.038133059685451276,0.02901192381978035,0.0704285204410553,-0.248317152261734,0.33027008175849915,-0.9077624678611755,-0.19013306498527527,-0.03665116801857948,0.2272409200668335,0.3732322156429291,-0.17642425000667572,-0.9590492844581604,-0.4917963743209839
0.1,-0.0920141413807869,-0.1821066290140152,0.04103616997599602,-0.009434491395950317,-0.004328910261392593,0.036260005086660385,0.31017953157424927,0.5735487341880798,-0.07281587272882462,-0.2521987557411194,-0.21108508110046387,0.04396580159664154,-0.022533018042279095,-0.07263598422371564,0.030804880604031387,0.0001729049909429434,-0.007449482267985462,0.03196220096716901,0.27236239396313094,0.47321895314380424,-0.2825395545244518,-0.3637381101057024,-0.0652965674752562,-0.0031428842237023412,0.07252001017332077,-0.018868982791900635,-0.5242132544517517,0.6470974683761597,-0.16439750790596008,0.17586320638656616,-0.008657820522785187,0.08207233995199203,-0.024028277024626732,0.12035908550024033,0.19436825811862946,-0.8443403244018555
0.12,0.21618454158306122,0.022464415058493614,0.14406819641590118,0.16422905027866364,-0.029558425769209862,-0.012674584053456783,0.24800549447536469,0.4959509074687958,-0.6297500133514404,-0.6286860108375549,-0.17330817878246307,-0.10712176561355591,-0.007453761440458669,-0.07032836271274301,0.0736013565028974,0.02258796996490084,-0.027927845327160628,0.000787054141640514,0.29311434622190047,0.4763313404027601,-0.30874210188555024,-0.45190230268544307,-0.03268398181030972,-0.04201265903430718,-0.025349168106913567,0.32845810055732727,-0.11507117003202438,0.49190181493759155,-0.9173720479011536,-0.42848706245422363,-0.059116851538419724,0.28813639283180237,0.5923690795898438,-0.003989019431173801,-0.9194999933242798,-0.6932327151298523
0.14,-0.10959205031394958,-0.322462797164917,0.05359340459108353,-0.14245852828025818,-0.0011255902936682105,0.031108248978853226,0.35203590989112854,0.6208465099334717,-0.21530403196811676,-0.5030415058135986,-0.23979821801185608,0.06452878564596176,0.010940265565774722,-0.14465450119634082,0.05292000578240758,-0.01927877642884911,-0.0071088401008327605,0.01809545529304913,0.3063761071561913,0.5422217755721745,-0.31024834729750195,-0.4688773569444526,-0.023065765103599735,-0.002053805502207783,0.06221649795770645,-0.28491705656051636,-0.8049256205558777,0.7416930794715881,-0.6660829782485962,0.25811514258384705,-0.002251180587336421,0.10718680918216705,-0.05918410047888756,0.20407183468341827,-0.09060806781053543,-0.9591928720474243
0.16,0.2348974198102951,0.047898225486278534,0.1648733764886856,0.09074621647596359,0.006514253094792366,-0.014402953907847404,0.49532550573349,0.3981929421424866,-0.2468762993812561,-0.502009391784668,-0.1824728548526764,0.13596293330192566,0.05711339214693528,-0.13486711170960286,0.08817767889768538,-0.010732431784125288,-0.0041473353835729965,-0.007269253121888561,0.3910823136039099,0.478847279624646,-0.3574459448978536,-0.4767488107467521,-0.018666389135526627,0.05814356636662681,-0.02880590781569481,0.18149243295192719,-0.06420354545116425,0.29638588428497314,-0.6640188097953796,0.5438517332077026,0.013028506189584732,0.3297467529773712,0.6297948360443115,0.49065104126930237,-0.15375261008739471,-0.7298914194107056
0.18,-0.0185405146330595,-0.2859436273574829,-0.046951208263635635,-0.10257437080144882,0.016722925007343292,0.016514504328370094,0.43950292468070984,0.43836337327957153,-0.3372896909713745,-0.33130595088005066,-0.14253494143486023,0.08043476194143295,0.048275137876297586,-0.16116806459373043,0.045590445595164585,-0.042206597672380046,0.013129166906332835,0.012390833843190967,0.4069606864291803,0.4674066700038112,-0.360328449620424,-0.40658862709272064,-0.053946025879051764,0.06776230002078162,0.03302900865674019,-0.20514874160289764,-0.7318872809410095,0.37672674655914307,-0.32261189818382263,0.3217390477657318,0.033445850014686584,-0.09390241652727127,0.12291897088289261,0.3790058493614197,-0.33457937836647034,-0.5701397657394409
