time,cmd_L_hip_pitch,cmd_R_hip_pitch,cmd_L_hip_roll,cmd_R_hip_roll,cmd_L_hip_yaw,cmd_R_hip_yaw,cmd_L_knee,cmd_R_knee,cmd_L_foot_pitch,cmd_R_foot_pitch,cmd_L_foot_roll,cmd_R_foot_roll,pos_L_hip_pitch,pos_R_hip_pitch,pos_L_hip_roll,pos_R_hip_roll,pos_L_hip_yaw,pos_R_hip_yaw,pos_L_knee,pos_R_knee,pos_L_foot_pitch,pos_R_foot_pitch,pos_L_foot_roll,pos_R_foot_roll,act_L_hip_pitch,act_R_hip_pitch,act_L_hip_roll,act_R_hip_roll,act_L_hip_yaw,act_R_hip_yaw,act_L_knee,act_R_knee,act_L_foot_pitch,act_R_foot_pitch,act_L_foot_roll,act_R_foot_roll
1.78,0.07726134359836578,-0.08826209604740143,-0.013209981843829155,-0.04565543308854103,0.13822242617607117,0.1715133786201477,0.70220947265625,0.22635558247566223,0.06377431750297546,-0.29330095648765564,-0.054901111871004105,0.14292700588703156,0.10872325720530056,-0.11359447691366935,-0.05291905399127217,0.024294342486752808,0.15265791134177353,0.1372082845419013,0.6991916821427565,0.28023513093372476,-0.21348242811100857,-0.2387394449347773,-0.06654032082911576,0.11675093760664942,0.3145226836204529,-0.33652418851852417,-0.02641996368765831,-0.09131086617708206,0.27644485235214233,0.3430267572402954,0.9044190049171448,-0.04728882014751434,0.4675486385822296,-0.2466019093990326,-0.21960444748401642,0.5717080235481262
1.8,0.06874637305736542,-0.04206983000040054,-0.041060492396354675,-0.056368377059698105,0.11871075630187988,0.17816095054149628,0.7292888164520264,0.20665624737739563,0.04208722710609436,-0.2967940866947174,-0.030938388779759407,0.14245833456516266,0.08508913406878825,-0.09270893972600609,-0.05204467714838037,0.02644226987344181,0.14112567453550223,0.14357750276633036,0.7037472117184033,0.27880793260972986,-0.22424645544086283,-0.19949760582500542,-0.04937040955168708,0.12270134209103806,0.29749274253845215,-0.2441396564245224,-0.08212098479270935,-0.11273675411939621,0.23742151260375977,0.35632190108299255,0.9585776329040527,-0.08668749034404755,0.4241744577884674,-0.25358816981315613,-0.12375355511903763,0.5698333382606506
1.82,0.05618058145046234,-0.042722396552562714,-0.06063619628548622,-0.09846875071525574,0.11179441958665848,0.1757223755121231,0.7267299890518188,0.2188660055398941,0.003920095041394234,-0.21101398766040802,-0.02357860654592514,0.18066346645355225,0.07101146537817671,-0.0699188165242299,-0.04822306183637256,0.03020890835766257,0.12748636178433018,0.14581855588777323,0.7092902890419709,0.26573310698623753,-0.22328040955735015,-0.20005359460941222,-0.037676122737842196,0.1300527799134577,0.272361159324646,-0.24544478952884674,-0.12127239257097244,-0.19693750143051147,0.22358883917331696,0.3514447510242462,0.9534599184989929,-0.06226798892021179,0.34784018993377686,-0.08202797174453735,-0.09431442618370056,0.722653865814209
1.84,0.06729002296924591,0.007871264591813087,-0.06620299816131592,-0.12226484715938568,0.09569969028234482,0.17813418805599213,0.7331773638725281,0.2257150560617447,-0.0924149826169014,-0.07617628574371338,-0.00831613875925541,0.20278705656528473,0.0615689550796555,-0.048718066850424034,-0.0502676002173228,0.02764555473919832,0.11527532655807297,0.14864070304818808,0.7132471401455133,0.2471233730156054,-0.21257480579402746,-0.19799345697190043,-0.03130425405724313,0.1347557406358016,0.29458004236221313,-0.14425747096538544,-0.13240599632263184,-0.24452969431877136,0.19139938056468964,0.35626837611198425,0.9663547277450562,-0.04856989160180092,0.1551700383424759,0.18764743208885193,-0.03326455503702164,0.8111482262611389
1.86,0.10443656146526337,0.054287880659103394,-0.08710324764251709,-0.14998210966587067,0.08500729501247406,0.17898614704608917,0.7366922497749329,0.2326446771621704,-0.27025067806243896,0.03350314497947693,0.0023668219801038504,0.2160760462284088,0.057400383072896494,-0.0274744474237156,-0.054718947711983774,0.023035938677000493,0.10116842169490771,0.15021893987387808,0.7213672908540638,0.22394822697864322,-0.21505404712288298,-0.19363150368975715,-0.023698432375028278,0.13900321773222876,0.36887311935424805,-0.051424235105514526,-0.17420649528503418,-0.29996421933174133,0.17001459002494812,0.35797229409217834,0.9733844995498657,-0.03471065312623978,-0.20050138235092163,0.40700629353523254,0.009467287920415401,0.8643041849136353
1.8800000000000001,0.1359206587076187,0.08198028802871704,-0.08702100068330765,-0.1710437387228012,0.09339088946580887,0.1788221299648285,0.7383580207824707,0.23569460213184357,-0.45291492342948914,0.07085330784320831,-0.002181827323511243,0.2256236970424652,0.0596254678749375,-0.00925313364477471,-0.0615189770827968,0.016939141660451927,0.09371171801760106,0.15203345620034786,0.7299972899458712,0.20007597123537937,-0.2686476182613503,-0.18844667017951933,-0.01783792300404435,0.14217669378240927,0.43184131383895874,0.003960573114454746,-0.1740420013666153,-0.3420874774456024,0.18678177893161774,0.357644259929657,0.9767159819602966,-0.028610792011022568,-0.565829873085022,0.4817066192626953,-0.008727309294044971,0.9024947881698608
1.9000000000000001,0.14110979437828064,0.0841091200709343,-0.060458071529865265,-0.18893465399742126,0.1074368804693222,0.17741170525550842,0.7372772693634033,0.23002804815769196,-0.5209072232246399,0.0437747985124588,-0.016989460214972496,0.23235385119915009,0.06697339008267844,0.004589702161832043,-0.06877024349120374,0.010075218927189131,0.09666354833777156,0.15434827662030207,0.7355245215497975,0.18074766817010313,-0.3650778601674368,-0.18521574198028207,-0.016996305572243894,0.14466350746507564,0.4422195851802826,0.008218236267566681,-0.12091614305973053,-0.37786930799484253,0.2148737609386444,0.35482341051101685,0.9745545983314514,-0.039943911135196686,-0.7018144130706787,0.4275496006011963,-0.06795784085988998,0.9294154047966003
1.92,0.1432924121618271,0.07526009529829025,-0.04883681982755661,-0.20385746657848358,0.12758664786815643,0.17352049052715302,0.7350506782531738,0.2190999686717987,-0.5422492027282715,0.020061137154698372,-0.025216378271579742,0.23489601910114288,0.07807090458393666,0.014407622599253884,-0.07340128048161948,0.004230880606021719,0.1078941208840402,0.1565405844411563,0.7363837117761495,0.1678089408165086,-0.4462733842873878,-0.18513007635743953,-0.017166595231362096,0.14682284894268552,0.4465848207473755,-0.009479803964495659,-0.09767363965511322,-0.40771493315696716,0.25517329573631287,0.34704098105430603,0.9701014161109924,-0.061800066381692886,-0.7444983720779419,0.38012227416038513,-0.10086551308631897,0.9395840764045715
1.94,0.1516905128955841,0.06230009347200394,-0.04733136296272278,-0.2158946841955185,0.16035041213035583,0.16733576357364655,0.7325270175933838,0.20829683542251587,-0.5574103593826294,0.0036822129040956497,-0.02848081849515438,0.23575864732265472,0.09385712469409206,0.020508642020778924,-0.0743976186045551,-0.00046108811108793227,0.1282108304733877,0.15803002685279555,0.7360967743620737,0.15891662155121372,-0.4967958556360362,-0.18708864605678519,-0.017412538070572543,0.14879038017267965,0.4633810222148895,-0.03539980947971344,-0.09466272592544556,-0.431789368391037,0.32070082426071167,0.3346715271472931,0.9650540351867676,-0.08340632170438766,-0.7748206853866577,0.3473644256591797,-0.11392327398061752,0.9430345892906189
1.96,0.15861479938030243,0.048840560019016266,-0.0509871207177639,-0.2208310216665268,0.20273306965827942,0.1622523069381714,0.7300596237182617,0.204549178481102,-0.5648406744003296,-0.009464023634791374,-0.030006108805537224,0.23493121564388275,0.1124736182794426,0.023520670140466583,-0.07345923804700694,-0.005221236192810207,0.15782525493063124,0.1592603878906216,0.7337194463786957,0.1537159897470323,-0.5248130724679513,-0.19109780679534363,-0.01772919094375145,0.1503396103495029,0.47722959518432617,-0.06231887638568878,-0.1019742414355278,-0.4416620433330536,0.40546613931655884,0.3245046138763428,0.9601191878318787,-0.09090165048837662,-0.7896813154220581,0.32107195258140564,-0.1200244352221489,0.939724862575531
