time,cmd_L_hip_pitch,cmd_R_hip_pitch,cmd_L_hip_roll,cmd_R_hip_roll,cmd_L_hip_yaw,cmd_R_hip_yaw,cmd_L_knee,cmd_R_knee,cmd_L_foot_pitch,cmd_R_foot_pitch,cmd_L_foot_roll,cmd_R_foot_roll,pos_L_hip_pitch,pos_R_hip_pitch,pos_L_hip_roll,pos_R_hip_roll,pos_L_hip_yaw,pos_R_hip_yaw,pos_L_knee,pos_R_knee,pos_L_foot_pitch,pos_R_foot_pitch,pos_L_foot_roll,pos_R_foot_roll,act_R_hip_yaw,act_R_hip_roll,act_R_hip_pitch,act_R_knee,act_R_foot_pitch,act_R_foot_roll,act_L_hip_yaw,act_L_hip_roll,act_L_hip_pitch,act_L_knee,act_L_foot_pitch,act_L_foot_roll
0.0,0.010866476222872734,-0.04453795403242111,0.05017724633216858,-0.033393144607543945,0.00657074898481369,-0.016049085184931755,0.35274234414100647,0.3484589457511902,-0.5059888958930969,-0.4722149670124054,-0.2111920565366745,0.200055792927742,-0.050341351121059676,0.048676600259747446,0.0021563851419098175,0.0002993611564044651,0.004038768038052197,-0.007736389938207362,0.28035364603560825,0.28140049461303895,-0.3429780052242245,-0.336323606939406,-0.04282091441244267,0.04048567482477786,-0.03209817036986351,-0.06678628921508789,-0.24907590448856354,0.19691792130470276,-0.6044299602508545,0.800223171710968,0.01314149796962738,0.10035449266433716,0.18173295259475708,0.20548467338085175,-0.6719777584075928,-0.844768226146698
0.02,0.013503549620509148,-0.09732227027416229,0.1047481819987297,0.05184569209814072,-0.009431754238903522,-0.03581955283880234,0.3842150568962097,0.42700180411338806,-0.2145189791917801,-0.2763076424598694,-0.23596155643463135,0.24411967396736145,-0.021698665555739467,0.010960391575198295,0.016357742047839654,0.01037036608096295,0.0010917554247947309,-0.02151511915407035,0.30762607130838576,0.32264783279302356,-0.3696096151650607,-0.3707597669891821,-0.10699510511334828,0.10684382898147357,-0.07163910567760468,0.10369138419628143,-0.3546445369720459,0.3540036082267761,-0.21261531114578247,0.9764786958694458,-0.018863508477807045,0.2094963639974594,0.1870070993900299,0.2684301435947418,-0.0890379548072815,-0.9438462257385254
0.04,-0.00027325181872583926,-0.1142934262752533,0.15621206164360046,0.13307645916938782,-0.03037281148135662,-0.04945077747106552,0.4483293294906616,0.45520806312561035,0.19494296610355377,-0.424246609210968,-0.24133683741092682,0.23787695169448853,-0.0008972927295455753,-0.017168606800926214,0.03679704628676272,0.027563830346080412,-0.01251793135650675,-0.036157060393480836,0.32302139960645737,0.3656161341235722,-0.40578981851430557,-0.3825859100824048,-0.09813973767535401,0.15827107466676113,-0.09890155494213104,0.26615291833877563,-0.3885868489742279,0.4104161262512207,-0.5084932446479797,0.9515078067779541,-0.06074562296271324,0.3124241232872009,0.15945349633693695,0.39665862917900085,0.7298859357833862,-0.9653473496437073
0.06,-0.03188951313495636,-0.1653202921152115,0.20673926174640656,0.15545661747455597,-0.011553311720490456,-0.052429769188165665,0.5457310080528259,0.3057394027709961,0.3069233298301697,-0.47870346903800964,-0.22837679088115692,0.24423937499523163,0.02436357685303126,-0.029590859911354496,0.04926068125258507,0.03860535130079889,-0.008776369180916527,-0.04204234815603243,0.3603081983197458,0.36684636765590817,-0.4299798924630826,-0.4221717472431896,0.012398581531006248,0.19010891667999313,-0.10485953837633133,0.31091323494911194,-0.4906405806541443,0.11147882044315338,-0.617406964302063,0.9769574999809265,-0.02310662344098091,0.4134785234928131,0.0962209701538086,0.5914620161056519,0.9538466334342957,-0.9135071635246277
0.08,0.04751117527484894,-0.07323338091373444,0.035475485026836395,-0.02561112493276596,0.011819020844995975,-0.005704541690647602,0.6827356815338135,0.27764156460762024,0.3215303122997284,-0.48427248001098633,-0.19019651412963867,0.24843306839466095,0.04817454977078755,-0.028464377772570496,0.051567202389934036,0.039113307473163314,-0.0016974395145004338,-0.037567046423387554,0.42774610622182574,0.3698691162655171,-0.46321634529781675,-0.42736005157244017,0.011635794117944463,0.1508165179118977,-0.011409083381295204,-0.05122224986553192,-0.3064667582511902,0.05528312548995018,-0.6285449862480164,0.9937322735786438,0.02363804168999195,0.07095097005367279,0.2550223469734192,0.865471363067627,0.9830605983734131,-0.7607860565185547
0.1,0.1578231304883957,0.02036743424832821,-0.021439645439386368,-0.07161244750022888,0.01600796915590763,0.015559481456875801,0.7278085947036743,0.32760050892829895,-0.13382045924663544,-0.30020850896835327,-0.1063796728849411,0.24828775227069855,0.0758831121333795,-0.01990901912122263,0.045573474183783186,0.03035406468242901,0.01085504244690217,-0.034480885297124356,0.5106856544144039,0.36578634386018427,-0.4885523136002702,-0.4272264359693401,-0.00623057977491945,0.08962120194261536,0.031118962913751602,-0.14322489500045776,-0.1192651316523552,0.1552010029554367,-0.26041704416275024,0.9931510090827942,0.03201593831181526,-0.042879290878772736,0.4756462574005127,0.9556172490119934,0.07235909253358841,-0.4255186915397644
0.12,0.21072454750537872,0.046266477555036545,-0.02164817973971367,-0.13962110877037048,-0.004389055538922548,0.016061529517173767,0.7362872362136841,0.3270115852355957,-0.6227295398712158,-0.10994639992713928,-0.07151538133621216,0.2487921565771103,0.10408612132744265,-0.011784018363010719,0.03530698416896218,0.020150016330766046,0.005004309758589097,-0.029741623171376096,0.5864761816074522,0.3577425613185077,-0.5215230098298884,-0.4258683730148076,-0.029245490228619848,0.021683824563885266,0.032123059034347534,-0.27924221754074097,-0.06746704131364822,0.1540232002735138,0.12010719627141953,0.9951686263084412,-0.008778111077845097,-0.04329635947942734,0.5814490914344788,0.9725744724273682,-0.9054591059684753,-0.28606152534484863
0.14,0.2365850955247879,0.06422534584999084,-0.014138082973659039,-0.21171468496322632,-0.023388640955090523,0.007746158167719841,0.7439183592796326,0.3158644139766693,-0.6341472268104553,-0.03782135248184204,-0.07870562374591827,0.24951383471488953,0.1289765488993064,-0.003589403081411054,0.02685466024027493,0.018464202559119864,-0.012508428063883558,-0.025284078558239158,0.641259317757432,0.3490986453357076,-0.5555292366936916,-0.4243415329537695,-0.047770660603821,-0.00044221769253621876,0.015492316335439682,-0.42342936992645264,-0.03154931217432022,0.13172884285449982,0.2643572986125946,0.9980553388595581,-0.046777281910181046,-0.028276165947318077,0.6331701874732971,0.9878367185592651,-0.9282944202423096,-0.3148224949836731
0.16,0.23899637162685394,0.0686495378613472,-0.012456938624382019,-0.27244871854782104,-0.020469093695282936,-0.0022530790884047747,0.744827151298523,0.3173513412475586,-0.6196393966674805,-0.03071489743888378,-0.11389490216970444,0.24971801042556763,0.14983447612193304,0.006042755256586439,0.012917571392971698,0.013270389819405794,-0.02114539060136112,-0.02211198972432833,0.6758947263588888,0.3400731848095507,-0.5775545575526755,-0.4240515670870115,-0.06816637155334632,-0.003195782668409612,-0.004506158176809549,-0.5448974370956421,-0.022700922563672066,0.1347026526927948,0.2785702049732208,0.9988720417022705,-0.04093818739056587,-0.024913877248764038,0.6379927396774292,0.9896542429924011,-0.8992788195610046,-0.45557960867881775
0.18,0.23051755130290985,0.06283028423786163,-0.008199647068977356,-0.28081443905830383,-0.01655406504869461,-0.00677437474951148,0.7444566488265991,0.3307653069496155,-0.6123358607292175,-0.012763438746333122,-0.14737123250961304,0.249789759516716,0.16677042463087666,0.01573504865349515,-0.005333494505727241,0.0016787933251752895,-0.017791949953604745,-0.018733850547021258,0.6970898103055816,0.3346810854280691,-0.5888737670822222,-0.42709569831059563,-0.09253774557411554,-0.008593237066599329,-0.01354874949902296,-0.5616288781166077,-0.034339435398578644,0.16153058409690857,0.31447312235832214,0.999159038066864,-0.03310813009738922,-0.016399294137954712,0.621035099029541,0.9889132380485535,-0.8846717476844788,-0.5894849300384521
